index	answer	question	image_path
1106	[[0.152, 0.643], [0.169, 0.643], [0.169, 0.658], [0.152, 0.658]]	find the storage tank located on the left side in the format (x1, y1, x2, y2). Do not include any additional text.	/mnt/lichufiles/wzy/Test/Visual_grounding/images/02918.jpg
1107	[[0.157, 0.662], [0.173, 0.662], [0.173, 0.676], [0.157, 0.676]]	find the fuel tank located in the bottom left in the format (x1, y1, x2, y2). Do not include any additional text.	/mnt/lichufiles/wzy/Test/Visual_grounding/images/02918.jpg
1108	[[0.105, 0.646], [0.123, 0.646], [0.123, 0.66], [0.105, 0.66]]	among the 12 oil tanks, find the one in the middle left in the format (x1, y1, x2, y2). Do not include any additional text.	/mnt/lichufiles/wzy/Test/Visual_grounding/images/02918.jpg
1109	[[0.1, 0.63], [0.117, 0.63], [0.117, 0.644], [0.1, 0.644]]	find the cylindrical tank located towards the left in the format (x1, y1, x2, y2). Do not include any additional text.	/mnt/lichufiles/wzy/Test/Visual_grounding/images/02918.jpg
1110	[[0.914, 0.972], [0.921, 0.972], [0.921, 0.981], [0.914, 0.981]]	find the marine vessel located on the lower right in the format (x1, y1, x2, y2). Do not include any additional text.	/mnt/lichufiles/wzy/Test/Visual_grounding/images/02918.jpg
1111	[[0.961, 0.931], [0.972, 0.931], [0.972, 0.936], [0.961, 0.936]]	among the 3 ships, find the one in the bottom right in the format (x1, y1, x2, y2). Do not include any additional text.	/mnt/lichufiles/wzy/Test/Visual_grounding/images/02918.jpg
1112	[[0.661, 0.941], [0.705, 0.941], [0.705, 1.0], [0.661, 1.0]]	the bridge that is in the bottom right in the format (x1, y1, x2, y2). Do not include any additional text.	/mnt/lichufiles/wzy/Test/Visual_grounding/images/02919.jpg
1113	[[0.176, 0.955], [0.214, 0.955], [0.214, 1.0], [0.176, 1.0]]	the bridge on the lower left in the format (x1, y1, x2, y2). Do not include any additional text.	/mnt/lichufiles/wzy/Test/Visual_grounding/images/02919.jpg
1114	[[0.626, 0.875], [0.658, 0.875], [0.658, 0.93], [0.626, 0.93]]	locate the bridge bottom-center in the format (x1, y1, x2, y2). Do not include any additional text.	/mnt/lichufiles/wzy/Test/Visual_grounding/images/02919.jpg
1115	[[0.354, 0.947], [0.37, 0.947], [0.37, 0.954], [0.354, 0.954]]	locate the marine vessel bottom-center in the format (x1, y1, x2, y2). Do not include any additional text.	/mnt/lichufiles/wzy/Test/Visual_grounding/images/02919.jpg
1116	[[0.661, 0.541], [0.705, 0.541], [0.705, 0.609], [0.661, 0.609]]	the bridge that is towards the right in the format (x1, y1, x2, y2). Do not include any additional text.	/mnt/lichufiles/wzy/Test/Visual_grounding/images/02920.jpg
1117	[[0.176, 0.554], [0.214, 0.554], [0.214, 0.623], [0.176, 0.623]]	find the towards the left bridge from the group in the format (x1, y1, x2, y2). Do not include any additional text.	/mnt/lichufiles/wzy/Test/Visual_grounding/images/02920.jpg
1118	[[0.626, 0.474], [0.658, 0.474], [0.658, 0.529], [0.626, 0.529]]	find the center bridge from the group in the format (x1, y1, x2, y2). Do not include any additional text.	/mnt/lichufiles/wzy/Test/Visual_grounding/images/02920.jpg
1119	[[0.723, 0.872], [0.744, 0.872], [0.744, 0.886], [0.723, 0.886]]	among the 7 boats, find the one at the bottom right corner in the format (x1, y1, x2, y2). Do not include any additional text.	/mnt/lichufiles/wzy/Test/Visual_grounding/images/02920.jpg
1120	[[0.695, 0.89], [0.714, 0.89], [0.714, 0.905], [0.695, 0.905]]	the vessel in the bottom right in the format (x1, y1, x2, y2). Do not include any additional text.	/mnt/lichufiles/wzy/Test/Visual_grounding/images/02920.jpg
1121	[[0.956, 0.977], [0.975, 0.977], [0.975, 0.991], [0.956, 0.991]]	find the fuel tank located on the lower right in the format (x1, y1, x2, y2). Do not include any additional text.	/mnt/lichufiles/wzy/Test/Visual_grounding/images/02920.jpg
1122	[[0.923, 0.949], [0.94, 0.949], [0.94, 0.964], [0.923, 0.964]]	the oil tank that is in the bottom right in the format (x1, y1, x2, y2). Do not include any additional text.	/mnt/lichufiles/wzy/Test/Visual_grounding/images/02920.jpg
1123	[[0.673, 0.906], [0.691, 0.906], [0.691, 0.918], [0.673, 0.918]]	locate the vessel in the bottom right in the format (x1, y1, x2, y2). Do not include any additional text.	/mnt/lichufiles/wzy/Test/Visual_grounding/images/02920.jpg
1124	[[0.937, 0.984], [0.953, 0.984], [0.953, 0.997], [0.937, 0.997]]	find the fuel tank located on the lower right in the format (x1, y1, x2, y2). Do not include any additional text.	/mnt/lichufiles/wzy/Test/Visual_grounding/images/02920.jpg
1125	[[0.931, 0.967], [0.946, 0.967], [0.946, 0.981], [0.931, 0.981]]	locate the cylindrical tank on the lower right in the format (x1, y1, x2, y2). Do not include any additional text.	/mnt/lichufiles/wzy/Test/Visual_grounding/images/02920.jpg
1126	[[0.949, 0.961], [0.964, 0.961], [0.964, 0.976], [0.949, 0.976]]	the cylindrical tank that is in the bottom right in the format (x1, y1, x2, y2). Do not include any additional text.	/mnt/lichufiles/wzy/Test/Visual_grounding/images/02920.jpg
1127	[[0.973, 0.953], [0.988, 0.953], [0.988, 0.966], [0.973, 0.966]]	the storage tank that is on the lower right in the format (x1, y1, x2, y2). Do not include any additional text.	/mnt/lichufiles/wzy/Test/Visual_grounding/images/02920.jpg
1128	[[0.979, 0.969], [0.994, 0.969], [0.994, 0.982], [0.979, 0.982]]	find the storage tank located in the bottom right in the format (x1, y1, x2, y2). Do not include any additional text.	/mnt/lichufiles/wzy/Test/Visual_grounding/images/02920.jpg
1129	[[0.943, 0.945], [0.958, 0.945], [0.958, 0.958], [0.943, 0.958]]	find the fuel tank located on the lower right in the format (x1, y1, x2, y2). Do not include any additional text.	/mnt/lichufiles/wzy/Test/Visual_grounding/images/02920.jpg
1130	[[0.054, 0.633], [0.073, 0.633], [0.073, 0.643], [0.054, 0.643]]	locate the vessel towards the left in the format (x1, y1, x2, y2). Do not include any additional text.	/mnt/lichufiles/wzy/Test/Visual_grounding/images/02920.jpg
1131	[[0.15, 0.331], [0.181, 0.331], [0.181, 0.409], [0.15, 0.409]]	the bridge in the middle left in the format (x1, y1, x2, y2). Do not include any additional text.	/mnt/lichufiles/wzy/Test/Visual_grounding/images/02924.jpg
1132	[[0.14, 0.2], [0.16, 0.2], [0.16, 0.218], [0.14, 0.218]]	among the 12 oil tanks, find the one on the upper left in the format (x1, y1, x2, y2). Do not include any additional text.	/mnt/lichufiles/wzy/Test/Visual_grounding/images/02924.jpg
1133	[[0.118, 0.207], [0.14, 0.207], [0.14, 0.223], [0.118, 0.223]]	find the storage tank located on the upper left in the format (x1, y1, x2, y2). Do not include any additional text.	/mnt/lichufiles/wzy/Test/Visual_grounding/images/02924.jpg
1134	[[0.17, 0.243], [0.19, 0.243], [0.19, 0.259], [0.17, 0.259]]	the storage tank that is on the upper left in the format (x1, y1, x2, y2). Do not include any additional text.	/mnt/lichufiles/wzy/Test/Visual_grounding/images/02924.jpg
1135	[[0.132, 0.249], [0.15, 0.249], [0.15, 0.265], [0.132, 0.265]]	the cylindrical tank that is in the top left in the format (x1, y1, x2, y2). Do not include any additional text.	/mnt/lichufiles/wzy/Test/Visual_grounding/images/02924.jpg
1136	[[0.124, 0.224], [0.144, 0.224], [0.144, 0.239], [0.124, 0.239]]	find the on the upper left oil tank from the group in the format (x1, y1, x2, y2). Do not include any additional text.	/mnt/lichufiles/wzy/Test/Visual_grounding/images/02924.jpg
1137	[[0.143, 0.217], [0.16, 0.217], [0.16, 0.234], [0.143, 0.234]]	find the at the top left corner cylindrical tank from the group in the format (x1, y1, x2, y2). Do not include any additional text.	/mnt/lichufiles/wzy/Test/Visual_grounding/images/02924.jpg
1138	[[0.158, 0.209], [0.176, 0.209], [0.176, 0.224], [0.158, 0.224]]	the oil tank that is at the top left corner in the format (x1, y1, x2, y2). Do not include any additional text.	/mnt/lichufiles/wzy/Test/Visual_grounding/images/02924.jpg
1139	[[0.136, 0.266], [0.154, 0.266], [0.154, 0.28], [0.136, 0.28]]	among the 12 oil tanks, find the one on the upper left in the format (x1, y1, x2, y2). Do not include any additional text.	/mnt/lichufiles/wzy/Test/Visual_grounding/images/02924.jpg
1140	[[0.152, 0.243], [0.169, 0.243], [0.169, 0.258], [0.152, 0.258]]	find the on the upper left oil tank from the group in the format (x1, y1, x2, y2). Do not include any additional text.	/mnt/lichufiles/wzy/Test/Visual_grounding/images/02924.jpg
1141	[[0.157, 0.261], [0.173, 0.261], [0.173, 0.276], [0.157, 0.276]]	among the 12 cylindrical tanks, find the one on the upper left in the format (x1, y1, x2, y2). Do not include any additional text.	/mnt/lichufiles/wzy/Test/Visual_grounding/images/02924.jpg
1142	[[0.105, 0.246], [0.123, 0.246], [0.123, 0.259], [0.105, 0.259]]	find the fuel tank located in the top left in the format (x1, y1, x2, y2). Do not include any additional text.	/mnt/lichufiles/wzy/Test/Visual_grounding/images/02924.jpg
1143	[[0.1, 0.23], [0.117, 0.23], [0.117, 0.244], [0.1, 0.244]]	locate the storage tank in the top left in the format (x1, y1, x2, y2). Do not include any additional text.	/mnt/lichufiles/wzy/Test/Visual_grounding/images/02924.jpg
1144	[[0.974, 0.714], [0.991, 0.714], [0.991, 0.725], [0.974, 0.725]]	find the marine vessel located on the lower right in the format (x1, y1, x2, y2). Do not include any additional text.	/mnt/lichufiles/wzy/Test/Visual_grounding/images/02924.jpg
1145	[[0.978, 0.635], [0.995, 0.635], [0.995, 0.646], [0.978, 0.646]]	the marine vessel in the middle right in the format (x1, y1, x2, y2). Do not include any additional text.	/mnt/lichufiles/wzy/Test/Visual_grounding/images/02924.jpg
1146	[[0.48, 0.301], [0.715, 0.301], [0.715, 0.461], [0.48, 0.461]]	locate the bridge center in the format (x1, y1, x2, y2). Do not include any additional text.	/mnt/lichufiles/wzy/Test/Visual_grounding/images/03354.jpg
1147	[[0.941, 0.785], [1.0, 0.785], [1.0, 0.852], [0.941, 0.852]]	the boat in the bottom right in the format (x1, y1, x2, y2). Do not include any additional text.	/mnt/lichufiles/wzy/Test/Visual_grounding/images/03354.jpg
1148	[[0.105, 0.301], [0.34, 0.301], [0.34, 0.461], [0.105, 0.461]]	locate the bridge on the left side in the format (x1, y1, x2, y2). Do not include any additional text.	/mnt/lichufiles/wzy/Test/Visual_grounding/images/03496.jpg
1149	[[0.57, 0.785], [0.719, 0.785], [0.719, 0.883], [0.57, 0.883]]	find the boat located bottom-center in the format (x1, y1, x2, y2). Do not include any additional text.	/mnt/lichufiles/wzy/Test/Visual_grounding/images/03496.jpg
1150	[[0.877, 0.771], [0.941, 0.771], [0.941, 0.795], [0.877, 0.795]]	locate the bridge at the bottom right corner in the format (x1, y1, x2, y2). Do not include any additional text.	/mnt/lichufiles/wzy/Test/Visual_grounding/images/03555.jpg
1151	[[0.485, 0.416], [0.516, 0.416], [0.516, 0.426], [0.485, 0.426]]	locate the boat center in the format (x1, y1, x2, y2). Do not include any additional text.	/mnt/lichufiles/wzy/Test/Visual_grounding/images/03555.jpg
1152	[[0.751, 0.409], [0.781, 0.409], [0.781, 0.418], [0.751, 0.418]]	the boat in the middle right in the format (x1, y1, x2, y2). Do not include any additional text.	/mnt/lichufiles/wzy/Test/Visual_grounding/images/03555.jpg
1153	[[0.653, 0.395], [0.685, 0.395], [0.685, 0.404], [0.653, 0.404]]	among the 7 marine vessels, find the one on the right side in the format (x1, y1, x2, y2). Do not include any additional text.	/mnt/lichufiles/wzy/Test/Visual_grounding/images/03555.jpg
1154	[[0.024, 0.047], [0.04, 0.047], [0.04, 0.063], [0.024, 0.063]]	locate the marine vessel at the top left corner in the format (x1, y1, x2, y2). Do not include any additional text.	/mnt/lichufiles/wzy/Test/Visual_grounding/images/03555.jpg
1155	[[0.711, 0.405], [0.741, 0.405], [0.741, 0.412], [0.711, 0.412]]	find the on the right side ship from the group in the format (x1, y1, x2, y2). Do not include any additional text.	/mnt/lichufiles/wzy/Test/Visual_grounding/images/03555.jpg
1156	[[0.545, 0.405], [0.57, 0.405], [0.57, 0.414], [0.545, 0.414]]	locate the marine vessel center in the format (x1, y1, x2, y2). Do not include any additional text.	/mnt/lichufiles/wzy/Test/Visual_grounding/images/03555.jpg
1157	[[0.62, 0.394], [0.639, 0.394], [0.639, 0.398], [0.62, 0.398]]	locate the marine vessel center in the format (x1, y1, x2, y2). Do not include any additional text.	/mnt/lichufiles/wzy/Test/Visual_grounding/images/03555.jpg
1158	[[0.877, 0.371], [0.941, 0.371], [0.941, 0.395], [0.877, 0.395]]	find the bridge located on the right side in the format (x1, y1, x2, y2). Do not include any additional text.	/mnt/lichufiles/wzy/Test/Visual_grounding/images/03556.jpg
1159	[[0.485, 0.016], [0.516, 0.016], [0.516, 0.026], [0.485, 0.026]]	among the 5 ships, find the one top-center in the format (x1, y1, x2, y2). Do not include any additional text.	/mnt/lichufiles/wzy/Test/Visual_grounding/images/03556.jpg
1160	[[0.751, 0.009], [0.781, 0.009], [0.781, 0.018], [0.751, 0.018]]	the ship at the top right corner in the format (x1, y1, x2, y2). Do not include any additional text.	/mnt/lichufiles/wzy/Test/Visual_grounding/images/03556.jpg
1161	[[0.711, 0.004], [0.741, 0.004], [0.741, 0.012], [0.711, 0.012]]	the vessel at the top right corner in the format (x1, y1, x2, y2). Do not include any additional text.	/mnt/lichufiles/wzy/Test/Visual_grounding/images/03556.jpg
1162	[[0.545, 0.005], [0.57, 0.005], [0.57, 0.013], [0.545, 0.013]]	find the ship located top-center in the format (x1, y1, x2, y2). Do not include any additional text.	/mnt/lichufiles/wzy/Test/Visual_grounding/images/03556.jpg
1163	[[0.653, 0.0], [0.685, 0.0], [0.685, 0.003], [0.653, 0.003]]	find the at the top right corner vessel from the group in the format (x1, y1, x2, y2). Do not include any additional text.	/mnt/lichufiles/wzy/Test/Visual_grounding/images/03556.jpg
1164	[[0.477, 0.771], [0.541, 0.771], [0.541, 0.795], [0.477, 0.795]]	the bridge bottom-center in the format (x1, y1, x2, y2). Do not include any additional text.	/mnt/lichufiles/wzy/Test/Visual_grounding/images/03589.jpg
1165	[[0.084, 0.416], [0.115, 0.416], [0.115, 0.426], [0.084, 0.426]]	locate the ship in the middle left in the format (x1, y1, x2, y2). Do not include any additional text.	/mnt/lichufiles/wzy/Test/Visual_grounding/images/03589.jpg
1166	[[0.351, 0.409], [0.381, 0.409], [0.381, 0.418], [0.351, 0.418]]	the boat center in the format (x1, y1, x2, y2). Do not include any additional text.	/mnt/lichufiles/wzy/Test/Visual_grounding/images/03589.jpg
1167	[[0.253, 0.395], [0.284, 0.395], [0.284, 0.404], [0.253, 0.404]]	among the 6 boats, find the one in the middle left in the format (x1, y1, x2, y2). Do not include any additional text.	/mnt/lichufiles/wzy/Test/Visual_grounding/images/03589.jpg
1168	[[0.311, 0.405], [0.341, 0.405], [0.341, 0.412], [0.311, 0.412]]	among the 6 boats, find the one towards the left in the format (x1, y1, x2, y2). Do not include any additional text.	/mnt/lichufiles/wzy/Test/Visual_grounding/images/03589.jpg
1169	[[0.145, 0.405], [0.17, 0.405], [0.17, 0.414], [0.145, 0.414]]	find the in the middle left boat from the group in the format (x1, y1, x2, y2). Do not include any additional text.	/mnt/lichufiles/wzy/Test/Visual_grounding/images/03589.jpg
1170	[[0.219, 0.394], [0.239, 0.394], [0.239, 0.398], [0.219, 0.398]]	find the vessel located on the left side in the format (x1, y1, x2, y2). Do not include any additional text.	/mnt/lichufiles/wzy/Test/Visual_grounding/images/03589.jpg
1171	[[0.477, 0.371], [0.541, 0.371], [0.541, 0.395], [0.477, 0.395]]	the bridge center in the format (x1, y1, x2, y2). Do not include any additional text.	/mnt/lichufiles/wzy/Test/Visual_grounding/images/03590.jpg
1172	[[0.084, 0.016], [0.115, 0.016], [0.115, 0.026], [0.084, 0.026]]	the boat that is in the top left in the format (x1, y1, x2, y2). Do not include any additional text.	/mnt/lichufiles/wzy/Test/Visual_grounding/images/03590.jpg
1173	[[0.351, 0.009], [0.381, 0.009], [0.381, 0.018], [0.351, 0.018]]	find the vessel located top-center in the format (x1, y1, x2, y2). Do not include any additional text.	/mnt/lichufiles/wzy/Test/Visual_grounding/images/03590.jpg
1174	[[0.311, 0.004], [0.341, 0.004], [0.341, 0.012], [0.311, 0.012]]	find the in the top left boat from the group in the format (x1, y1, x2, y2). Do not include any additional text.	/mnt/lichufiles/wzy/Test/Visual_grounding/images/03590.jpg
1175	[[0.145, 0.005], [0.17, 0.005], [0.17, 0.013], [0.145, 0.013]]	among the 5 ships, find the one at the top left corner in the format (x1, y1, x2, y2). Do not include any additional text.	/mnt/lichufiles/wzy/Test/Visual_grounding/images/03590.jpg
1176	[[0.253, 0.0], [0.284, 0.0], [0.284, 0.003], [0.253, 0.003]]	the boat on the upper left in the format (x1, y1, x2, y2). Do not include any additional text.	/mnt/lichufiles/wzy/Test/Visual_grounding/images/03590.jpg
1177	[[0.433, 0.771], [0.497, 0.771], [0.497, 0.795], [0.433, 0.795]]	find the bridge located bottom-center in the format (x1, y1, x2, y2). Do not include any additional text.	/mnt/lichufiles/wzy/Test/Visual_grounding/images/03598.jpg
1178	[[0.041, 0.416], [0.071, 0.416], [0.071, 0.426], [0.041, 0.426]]	find the marine vessel located towards the left in the format (x1, y1, x2, y2). Do not include any additional text.	/mnt/lichufiles/wzy/Test/Visual_grounding/images/03598.jpg
1179	[[0.307, 0.409], [0.337, 0.409], [0.337, 0.418], [0.307, 0.418]]	among the 6 marine vessels, find the one in the middle left in the format (x1, y1, x2, y2). Do not include any additional text.	/mnt/lichufiles/wzy/Test/Visual_grounding/images/03598.jpg
1180	[[0.209, 0.395], [0.24, 0.395], [0.24, 0.404], [0.209, 0.404]]	among the 6 ships, find the one on the left side in the format (x1, y1, x2, y2). Do not include any additional text.	/mnt/lichufiles/wzy/Test/Visual_grounding/images/03598.jpg
1181	[[0.267, 0.405], [0.297, 0.405], [0.297, 0.412], [0.267, 0.412]]	the boat on the left side in the format (x1, y1, x2, y2). Do not include any additional text.	/mnt/lichufiles/wzy/Test/Visual_grounding/images/03598.jpg
1182	[[0.101, 0.405], [0.126, 0.405], [0.126, 0.414], [0.101, 0.414]]	among the 6 boats, find the one in the middle left in the format (x1, y1, x2, y2). Do not include any additional text.	/mnt/lichufiles/wzy/Test/Visual_grounding/images/03598.jpg
1183	[[0.175, 0.394], [0.195, 0.394], [0.195, 0.398], [0.175, 0.398]]	the boat in the middle left in the format (x1, y1, x2, y2). Do not include any additional text.	/mnt/lichufiles/wzy/Test/Visual_grounding/images/03598.jpg
1184	[[0.433, 0.371], [0.497, 0.371], [0.497, 0.395], [0.433, 0.395]]	locate the bridge center in the format (x1, y1, x2, y2). Do not include any additional text.	/mnt/lichufiles/wzy/Test/Visual_grounding/images/03599.jpg
1185	[[0.041, 0.016], [0.071, 0.016], [0.071, 0.026], [0.041, 0.026]]	locate the ship at the top left corner in the format (x1, y1, x2, y2). Do not include any additional text.	/mnt/lichufiles/wzy/Test/Visual_grounding/images/03599.jpg
1186	[[0.307, 0.009], [0.337, 0.009], [0.337, 0.018], [0.307, 0.018]]	the vessel that is at the top left corner in the format (x1, y1, x2, y2). Do not include any additional text.	/mnt/lichufiles/wzy/Test/Visual_grounding/images/03599.jpg
1187	[[0.267, 0.004], [0.297, 0.004], [0.297, 0.012], [0.267, 0.012]]	the vessel that is on the upper left in the format (x1, y1, x2, y2). Do not include any additional text.	/mnt/lichufiles/wzy/Test/Visual_grounding/images/03599.jpg
1188	[[0.101, 0.005], [0.126, 0.005], [0.126, 0.013], [0.101, 0.013]]	among the 5 marine vessels, find the one on the upper left in the format (x1, y1, x2, y2). Do not include any additional text.	/mnt/lichufiles/wzy/Test/Visual_grounding/images/03599.jpg
1189	[[0.209, 0.0], [0.24, 0.0], [0.24, 0.003], [0.209, 0.003]]	find the at the top left corner boat from the group in the format (x1, y1, x2, y2). Do not include any additional text.	/mnt/lichufiles/wzy/Test/Visual_grounding/images/03599.jpg
1190	[[0.177, 0.737], [0.269, 0.737], [0.269, 0.781], [0.177, 0.781]]	find the bridge located in the bottom left in the format (x1, y1, x2, y2). Do not include any additional text.	/mnt/lichufiles/wzy/Test/Visual_grounding/images/03736.jpg
1191	[[0.821, 0.497], [0.841, 0.497], [0.841, 0.504], [0.821, 0.504]]	locate the marine vessel towards the right in the format (x1, y1, x2, y2). Do not include any additional text.	/mnt/lichufiles/wzy/Test/Visual_grounding/images/03736.jpg
1192	[[0.772, 0.485], [0.794, 0.485], [0.794, 0.491], [0.772, 0.491]]	the boat that is on the right side in the format (x1, y1, x2, y2). Do not include any additional text.	/mnt/lichufiles/wzy/Test/Visual_grounding/images/03736.jpg
1193	[[0.052, 0.708], [0.058, 0.708], [0.058, 0.722], [0.052, 0.722]]	among the 6 boats, find the one on the lower left in the format (x1, y1, x2, y2). Do not include any additional text.	/mnt/lichufiles/wzy/Test/Visual_grounding/images/03736.jpg
1194	[[0.717, 0.469], [0.73, 0.469], [0.73, 0.475], [0.717, 0.475]]	the marine vessel on the right side in the format (x1, y1, x2, y2). Do not include any additional text.	/mnt/lichufiles/wzy/Test/Visual_grounding/images/03736.jpg
1195	[[0.733, 0.495], [0.746, 0.495], [0.746, 0.5], [0.733, 0.5]]	the marine vessel towards the right in the format (x1, y1, x2, y2). Do not include any additional text.	/mnt/lichufiles/wzy/Test/Visual_grounding/images/03736.jpg
1196	[[0.024, 0.674], [0.035, 0.674], [0.035, 0.678], [0.024, 0.678]]	the boat that is on the lower left in the format (x1, y1, x2, y2). Do not include any additional text.	/mnt/lichufiles/wzy/Test/Visual_grounding/images/03736.jpg
1197	[[0.177, 0.336], [0.269, 0.336], [0.269, 0.381], [0.177, 0.381]]	locate the bridge towards the left in the format (x1, y1, x2, y2). Do not include any additional text.	/mnt/lichufiles/wzy/Test/Visual_grounding/images/03737.jpg
1198	[[0.821, 0.096], [0.841, 0.096], [0.841, 0.104], [0.821, 0.104]]	find the on the upper right vessel from the group in the format (x1, y1, x2, y2). Do not include any additional text.	/mnt/lichufiles/wzy/Test/Visual_grounding/images/03737.jpg
1199	[[0.772, 0.085], [0.794, 0.085], [0.794, 0.091], [0.772, 0.091]]	the vessel on the upper right in the format (x1, y1, x2, y2). Do not include any additional text.	/mnt/lichufiles/wzy/Test/Visual_grounding/images/03737.jpg
1200	[[0.052, 0.307], [0.058, 0.307], [0.058, 0.321], [0.052, 0.321]]	locate the boat on the upper left in the format (x1, y1, x2, y2). Do not include any additional text.	/mnt/lichufiles/wzy/Test/Visual_grounding/images/03737.jpg
1201	[[0.717, 0.068], [0.73, 0.068], [0.73, 0.074], [0.717, 0.074]]	find the marine vessel located in the top right in the format (x1, y1, x2, y2). Do not include any additional text.	/mnt/lichufiles/wzy/Test/Visual_grounding/images/03737.jpg
1202	[[0.733, 0.094], [0.746, 0.094], [0.746, 0.1], [0.733, 0.1]]	find the in the top right boat from the group in the format (x1, y1, x2, y2). Do not include any additional text.	/mnt/lichufiles/wzy/Test/Visual_grounding/images/03737.jpg
1203	[[0.024, 0.273], [0.035, 0.273], [0.035, 0.277], [0.024, 0.277]]	the boat that is on the upper left in the format (x1, y1, x2, y2). Do not include any additional text.	/mnt/lichufiles/wzy/Test/Visual_grounding/images/03737.jpg
1204	[[0.483, 0.911], [0.525, 0.911], [0.525, 0.919], [0.483, 0.919]]	the boat that is bottom-center in the format (x1, y1, x2, y2). Do not include any additional text.	/mnt/lichufiles/wzy/Test/Visual_grounding/images/03738.jpg
1205	[[0.553, 0.932], [0.575, 0.932], [0.575, 0.943], [0.553, 0.943]]	locate the vessel bottom-center in the format (x1, y1, x2, y2). Do not include any additional text.	/mnt/lichufiles/wzy/Test/Visual_grounding/images/03738.jpg
1206	[[0.468, 0.974], [0.479, 0.974], [0.479, 0.996], [0.468, 0.996]]	find the boat located bottom-center in the format (x1, y1, x2, y2). Do not include any additional text.	/mnt/lichufiles/wzy/Test/Visual_grounding/images/03738.jpg
1207	[[0.403, 0.951], [0.408, 0.951], [0.408, 0.989], [0.403, 0.989]]	find the bottom-center bridge from the group in the format (x1, y1, x2, y2). Do not include any additional text.	/mnt/lichufiles/wzy/Test/Visual_grounding/images/03738.jpg
1208	[[0.402, 0.874], [0.408, 0.874], [0.408, 0.9], [0.402, 0.9]]	find the bottom-center bridge from the group in the format (x1, y1, x2, y2). Do not include any additional text.	/mnt/lichufiles/wzy/Test/Visual_grounding/images/03738.jpg
1209	[[0.526, 0.919], [0.543, 0.919], [0.543, 0.928], [0.526, 0.928]]	find the boat located bottom-center in the format (x1, y1, x2, y2). Do not include any additional text.	/mnt/lichufiles/wzy/Test/Visual_grounding/images/03738.jpg
1210	[[0.404, 0.916], [0.408, 0.916], [0.408, 0.941], [0.404, 0.941]]	locate the bridge bottom-center in the format (x1, y1, x2, y2). Do not include any additional text.	/mnt/lichufiles/wzy/Test/Visual_grounding/images/03738.jpg
1211	[[0.996, 0.868], [1.0, 0.868], [1.0, 0.877], [0.996, 0.877]]	among the 5 vessels, find the one in the bottom right in the format (x1, y1, x2, y2). Do not include any additional text.	/mnt/lichufiles/wzy/Test/Visual_grounding/images/03738.jpg
1212	[[0.372, 0.887], [0.409, 0.887], [0.409, 0.926], [0.372, 0.926]]	find the bridge located bottom-center in the format (x1, y1, x2, y2). Do not include any additional text.	/mnt/lichufiles/wzy/Test/Visual_grounding/images/03739.jpg
1213	[[0.412, 0.801], [0.419, 0.801], [0.419, 0.862], [0.412, 0.862]]	the bridge bottom-center in the format (x1, y1, x2, y2). Do not include any additional text.	/mnt/lichufiles/wzy/Test/Visual_grounding/images/03739.jpg
1214	[[0.483, 0.51], [0.525, 0.51], [0.525, 0.519], [0.483, 0.519]]	find the marine vessel located center in the format (x1, y1, x2, y2). Do not include any additional text.	/mnt/lichufiles/wzy/Test/Visual_grounding/images/03739.jpg
1215	[[0.155, 0.977], [0.174, 0.977], [0.174, 0.991], [0.155, 0.991]]	locate the cylindrical tank in the bottom left in the format (x1, y1, x2, y2). Do not include any additional text.	/mnt/lichufiles/wzy/Test/Visual_grounding/images/03739.jpg
1216	[[0.122, 0.949], [0.14, 0.949], [0.14, 0.964], [0.122, 0.964]]	the cylindrical tank that is in the bottom left in the format (x1, y1, x2, y2). Do not include any additional text.	/mnt/lichufiles/wzy/Test/Visual_grounding/images/03739.jpg
1217	[[0.4, 0.985], [0.418, 0.985], [0.418, 0.999], [0.4, 0.999]]	locate the fuel tank bottom-center in the format (x1, y1, x2, y2). Do not include any additional text.	/mnt/lichufiles/wzy/Test/Visual_grounding/images/03739.jpg
1218	[[0.553, 0.531], [0.575, 0.531], [0.575, 0.542], [0.553, 0.542]]	among the 7 vessels, find the one center in the format (x1, y1, x2, y2). Do not include any additional text.	/mnt/lichufiles/wzy/Test/Visual_grounding/images/03739.jpg
1219	[[0.468, 0.574], [0.479, 0.574], [0.479, 0.596], [0.468, 0.596]]	find the center boat from the group in the format (x1, y1, x2, y2). Do not include any additional text.	/mnt/lichufiles/wzy/Test/Visual_grounding/images/03739.jpg
1220	[[0.449, 0.979], [0.465, 0.979], [0.465, 0.994], [0.449, 0.994]]	find the bottom-center cylindrical tank from the group in the format (x1, y1, x2, y2). Do not include any additional text.	/mnt/lichufiles/wzy/Test/Visual_grounding/images/03739.jpg
1221	[[0.196, 0.962], [0.211, 0.962], [0.211, 0.977], [0.196, 0.977]]	the fuel tank at the bottom left corner in the format (x1, y1, x2, y2). Do not include any additional text.	/mnt/lichufiles/wzy/Test/Visual_grounding/images/03739.jpg
1222	[[0.136, 0.984], [0.152, 0.984], [0.152, 0.997], [0.136, 0.997]]	locate the cylindrical tank on the lower left in the format (x1, y1, x2, y2). Do not include any additional text.	/mnt/lichufiles/wzy/Test/Visual_grounding/images/03739.jpg
